Rule_ID,Rule_Score,support_rate,support_count,Concentration_Est,Avg_Sigma,Deviation,Quadrant,NumAttr,X(t+1)_mean,X(t+1)_sigma,X(t+2)_mean,X(t+2)_sigma,Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Attr7,Attr8
557,0.00036300131476092636,0.0073,30,0.4992511233150274,0.5015,10.04,Q3(--),6,-0.171,0.568,-0.087,0.435,USDJPY_Down(t-1),CADJPY_Up(t-0),GBPUSD_Up(t-1),NZDUSD_Down(t-1),USDCAD_Down(t-2),EURCHF_Up(t-5),0,0
488,0.0003627529424445817,0.007,29,0.5202913631633714,0.461,10.04,Q1(++),6,0.314,0.468,0.194,0.454,USDJPY_Down(t-0),NZDJPY_Down(t-5),NZDUSD_Up(t-3),USDCAD_Up(t-3),EURGBP_Down(t-2),AUDNZD_Down(t-2),0,0
273,0.0003606605324732815,0.0073,30,0.49603174603174605,0.508,10.04,Q4(+-),7,0.182,0.532,-0.228,0.484,USDJPY_Up(t-3),NZDJPY_Up(t-3),NZDJPY_Down(t-4),EURUSD_Up(t-1),EURUSD_Down(t-3),EURGBP_Up(t-2),EURCHF_Down(t-1),0
298,0.0003596591007179755,0.0075,31,0.4814636494944632,0.5385,10.04,Q1(++),7,0.072,0.421,0.324,0.656,CADJPY_Up(t-3),GBPUSD_Up(t-5),AUDUSD_Down(t-1),USDCAD_Down(t-3),EURAUD_Down(t-3),EURCHF_Up(t-1),EURCHF_Down(t-5),0
52,0.0003591733726481345,0.0053,22,0.4977600796416128,0.5045,7.345,Q4(+-),7,0.03,0.482,-0.032,0.527,AUDJPY_Up(t-0),CHFJPY_Up(t-4),GBPUSD_Up(t-1),USDCHF_Down(t-3),EURAUD_Up(t-1),EURCHF_Up(t-5),GBPCAD_Down(t-5),0
358,0.0003583734391088565,0.0082,34,0.43878894251864853,0.6395,10.04,Q2(-+),7,-0.334,0.73,0.297,0.549,EURJPY_Down(t-3),AUDJPY_Down(t-0),NZDJPY_Down(t-2),USDCHF_Up(t-0),EURCHF_Up(t-0),GBPAUD_Up(t-2),AUDNZD_Up(t-5),0
630,0.0003526147591979319,0.0073,30,0.4849660523763337,0.5309999999999999,10.04,Q3(--),5,-0.189,0.494,-0.1,0.568,NZDJPY_Down(t-3),GBPUSD_Down(t-5),AUDUSD_Up(t-5),EURAUD_Up(t-4),GBPAUD_Down(t-4),0,0,0
213,0.0003526147591979318,0.0073,30,0.4849660523763336,0.531,10.04,Q1(++),6,0.189,0.596,0.365,0.466,USDJPY_Up(t-3),EURJPY_Up(t-4),CADJPY_Up(t-1),EURUSD_Up(t-2),NZDUSD_Down(t-2),USDCHF_Down(t-0),0,0
498,0.0003520447844294384,0.0065,27,0.5437737901033171,0.4195,10.04,Q1(++),7,0.223,0.418,0.084,0.421,AUDJPY_Up(t-2),AUDJPY_Down(t-0),AUDUSD_Up(t-2),USDCAD_Up(t-2),EURAUD_Down(t-4),EURCHF_Down(t-5),AUDNZD_Down(t-0),0
599,0.000350743672680239,0.0073,30,0.482392667631452,0.5365,10.04,Q3(--),7,-0.312,0.643,-0.085,0.43,GBPJPY_Up(t-0),USDJPY_Down(t-2),AUDJPY_Down(t-2),CHFJPY_Down(t-2),EURUSD_Up(t-3),GBPUSD_Down(t-4),EURGBP_Down(t-3),0
432,0.00034591512670376925,0.0063,26,0.5512679162072767,0.407,10.04,Q4(+-),7,0.133,0.407,-0.06,0.407,USDJPY_Up(t-5),CADJPY_Up(t-0),CHFJPY_Down(t-0),EURUSD_Up(t-3),GBPUSD_Up(t-4),EURAUD_Down(t-2),GBPCAD_Up(t-4),0
465,0.0003443672120030516,0.0065,27,0.5319148936170213,0.44,10.04,Q1(++),7,0.122,0.495,0.2,0.385,GBPJPY_Down(t-1),EURJPY_Up(t-2),EURUSD_Up(t-4),USDCHF_Up(t-0),USDCHF_Down(t-5),EURAUD_Down(t-5),AUDNZD_Up(t-4),0
453,0.0003436418619061542,0.0063,26,0.547645125958379,0.413,10.04,Q1(++),7,0.11,0.408,0.378,0.418,USDJPY_Up(t-1),AUDJPY_Up(t-4),AUDJPY_Down(t-2),NZDJPY_Down(t-3),EURGBP_Down(t-4),AUDCAD_Down(t-2),AUDNZD_Down(t-4),0
493,0.0003423295361923827,0.0063,26,0.5455537370430987,0.4165,10.04,Q4(+-),6,0.107,0.362,-0.033,0.471,USDJPY_Down(t-3),AUDUSD_Up(t-3),USDCAD_Down(t-1),EURCHF_Down(t-4),AUDCAD_Down(t-3),AUDNZD_Up(t-0),0,0
688,0.00033808730594861935,0.0063,26,0.5387931034482759,0.428,10.04,Q1(++),6,0.278,0.385,0.127,0.471,GBPJPY_Down(t-4),CHFJPY_Down(t-1),NZDUSD_Up(t-1),USDCHF_Up(t-1),EURAUD_Up(t-5),GBPAUD_Down(t-5),0,0
426,0.00033699787316897827,0.0063,26,0.5370569280343717,0.431,10.04,Q1(++),6,0.139,0.623,0.087,0.239,GBPJPY_Up(t-0),USDJPY_Up(t-1),EURJPY_Down(t-0),USDCAD_Down(t-0),GBPAUD_Down(t-0),AUDCAD_Up(t-2),0,0
475,0.00033664351157784364,0.0075,31,0.4506534474988733,0.6095,10.04,Q4(+-),7,0.406,0.771,-0.166,0.448,USDJPY_Down(t-4),NZDJPY_Down(t-1),CADJPY_Down(t-5),GBPUSD_Down(t-1),EURGBP_Down(t-2),GBPAUD_Down(t-5),AUDCAD_Down(t-2),0
322,0.00033509852927833186,0.0065,27,0.5175983436853002,0.46599999999999997,10.04,Q2(-+),7,-0.169,0.343,0.257,0.589,CADJPY_Up(t-2),USDCHF_Up(t-4),USDCHF_Down(t-3),EURGBP_Down(t-3),GBPCAD_Up(t-4),AUDCAD_Down(t-0),AUDNZD_Up(t-1),0
124,0.000333636423488716,0.0075,31,0.44662795891022783,0.6194999999999999,10.04,Q3(--),6,-0.244,0.58,-0.242,0.659,GBPJPY_Down(t-2),EURJPY_Up(t-0),CADJPY_Down(t-0),CHFJPY_Up(t-5),USDCHF_Down(t-2),EURCHF_Up(t-1),0,0
528,0.0003335388239191042,0.0058,24,0.5773672055427251,0.366,10.04,Q4(+-),3,0.202,0.368,-0.045,0.364,EURUSD_Up(t-3),GBPUSD_Up(t-3),EURCHF_Stay(t-2),0,0,0,0,0
199,0.00033234617996187734,0.0065,27,0.513347022587269,0.474,10.04,Q1(++),7,0.132,0.516,0.082,0.432,GBPJPY_Down(t-5),CADJPY_Down(t-2),CHFJPY_Up(t-2),GBPUSD_Down(t-1),EURAUD_Up(t-4),EURCHF_Down(t-2),GBPCAD_Up(t-2),0
187,0.0003318426441221884,0.0068,28,0.48995590396864286,0.5205,10.04,Q4(+-),7,0.138,0.444,-0.189,0.597,CADJPY_Up(t-3),CHFJPY_Up(t-2),EURUSD_Up(t-1),NZDUSD_Up(t-5),EURCHF_Down(t-4),GBPAUD_Up(t-2),AUDNZD_Up(t-5),0
119,0.0003318239875016592,0.0061,25,0.5461496450027308,0.4155,10.04,Q1(++),6,0.252,0.474,0.174,0.357,CADJPY_Down(t-0),AUDUSD_Down(t-2),NZDUSD_Up(t-0),USDCHF_Up(t-0),EURCHF_Up(t-2),GBPCAD_Up(t-5),0,0
91,0.0003306464908895569,0.0073,30,0.45475216007276037,0.5994999999999999,10.04,Q4(+-),7,0.224,0.504,-0.276,0.695,CADJPY_Up(t-0),EURUSD_Down(t-4),GBPUSD_Up(t-5),AUDUSD_Up(t-1),USDCHF_Down(t-0),EURGBP_Down(t-5),EURCHF_Down(t-1),0
345,0.0003303114074314985,0.0065,27,0.5102040816326531,0.48,10.04,Q3(--),7,-0.118,0.442,-0.259,0.518,NZDJPY_Up(t-2),USDCAD_Up(t-5),USDCHF_Down(t-0),EURAUD_Up(t-2),GBPCAD_Up(t-2),AUDCAD_Up(t-2),AUDCAD_Down(t-4),0
544,0.0003302579157055987,0.0063,26,0.5263157894736842,0.45,10.04,Q2(-+),7,-0.012,0.519,0.182,0.381,EURJPY_Down(t-5),NZDJPY_Down(t-2),EURUSD_Up(t-5),USDCHF_Down(t-5),EURAUD_Up(t-1),EURCHF_Up(t-2),AUDCAD_Up(t-5),0
324,0.00032973727789839075,0.0063,26,0.5254860746190226,0.4515,10.04,Q3(--),7,-0.167,0.389,-0.105,0.514,CADJPY_Up(t-2),CADJPY_Down(t-0),EURGBP_Up(t-2),EURAUD_Up(t-2),EURCHF_Up(t-5),GBPAUD_Down(t-1),AUDNZD_Down(t-2),0
542,0.0003289686781329965,0.0065,27,0.508130081300813,0.484,10.04,Q2(-+),7,-0.232,0.548,0.033,0.42,EURUSD_Up(t-1),USDCHF_Down(t-1),EURGBP_Down(t-3),EURAUD_Up(t-2),EURCHF_Up(t-2),GBPCAD_Up(t-5),GBPCAD_Down(t-3),0
78,0.00032763682113650663,0.0065,27,0.5060728744939271,0.488,10.04,Q2(-+),7,-0.094,0.512,0.155,0.464,GBPJPY_Up(t-4),USDJPY_Down(t-5),AUDJPY_Up(t-5),GBPUSD_Up(t-2),USDCAD_Down(t-2),USDCHF_Down(t-4),EURAUD_Up(t-4),0
211,0.00032624799453438653,0.0068,28,0.4816955684007707,0.538,10.04,Q2(-+),7,-0.231,0.565,0.295,0.511,CADJPY_Up(t-2),NZDUSD_Up(t-0),USDCAD_Down(t-0),EURGBP_Up(t-4),EURCHF_Up(t-1),GBPCAD_Up(t-0),AUDCAD_Down(t-1),0
252,0.0003260909179842978,0.0068,28,0.4814636494944632,0.5385,10.04,Q2(-+),6,-0.219,0.483,0.188,0.594,GBPJPY_Up(t-4),GBPUSD_Down(t-5),USDCAD_Up(t-5),USDCHF_Down(t-5),EURGBP_Down(t-0),GBPAUD_Down(t-0),0,0
569,0.0003260637067617788,0.0075,31,0.4364906154517678,0.6455,10.04,Q3(--),6,-0.197,0.733,-0.195,0.558,GBPJPY_Down(t-4),AUDJPY_Down(t-2),CHFJPY_Up(t-2),CHFJPY_Down(t-1),EURCHF_Up(t-5),AUDNZD_Up(t-3),0,0
317,0.0003224892362609012,0.0061,25,0.5307855626326964,0.442,10.04,Q4(+-),7,0.137,0.416,-0.122,0.468,NZDJPY_Up(t-1),CADJPY_Up(t-3),USDCAD_Up(t-0),USDCHF_Up(t-3),AUDCAD_Down(t-0),AUDNZD_Up(t-1),AUDNZD_Down(t-5),0
580,0.00032196122266012623,0.0078,32,0.4144218814753419,0.7064999999999999,10.04,Q3(--),7,-0.175,0.589,-0.129,0.824,CADJPY_Down(t-1),GBPUSD_Down(t-4),AUDUSD_Up(t-3),EURGBP_Up(t-0),EURCHF_Down(t-5),AUDCAD_Up(t-0),AUDNZD_Up(t-2),0
517,0.00032178976402083976,0.0063,26,0.5128205128205129,0.475,10.04,Q4(+-),7,0.289,0.449,-0.159,0.501,AUDJPY_Up(t-3),NZDUSD_Down(t-1),USDCHF_Down(t-4),EURGBP_Down(t-5),EURAUD_Up(t-0),EURCHF_Up(t-2),EURCHF_Down(t-1),0
13,0.0003201747572038411,0.0044,18,0.5344735435595938,0.4355,7.345,Q1(++),7,0.274,0.435,0.143,0.436,NZDJPY_Up(t-4),CADJPY_Up(t-0),EURUSD_Up(t-1),AUDUSD_Down(t-1),USDCHF_Up(t-4),EURCHF_Up(t-5),AUDCAD_Up(t-0),0
131,0.00032002489301321657,0.0065,27,0.49431537320810676,0.5115000000000001,10.04,Q4(+-),6,0.156,0.52,-0.2,0.503,USDJPY_Up(t-3),EURJPY_Up(t-1),CADJPY_Down(t-3),EURCHF_Up(t-4),GBPAUD_Up(t-0),GBPCAD_Down(t-3),0,0
307,0.00031970881904480847,0.0065,27,0.4938271604938272,0.5125,10.04,Q2(-+),7,-0.225,0.49,0.317,0.535,CADJPY_Up(t-5),GBPUSD_Down(t-2),AUDUSD_Down(t-3),USDCAD_Up(t-0),EURGBP_Down(t-4),AUDCAD_Up(t-5),AUDNZD_Up(t-2),0
644,0.00031969520920193057,0.0058,24,0.5534034311012729,0.4035,10.04,Q1(++),7,0.198,0.339,0.194,0.468,CADJPY_Down(t-2),EURUSD_Down(t-2),GBPUSD_Up(t-4),AUDUSD_Up(t-3),USDCAD_Down(t-4),EURCHF_Up(t-2),AUDNZD_Down(t-2),0
75,0.0003191709256564789,0.0063,26,0.508646998982706,0.483,10.04,Q1(++),6,0.333,0.517,0.144,0.449,USDJPY_Up(t-3),CADJPY_Down(t-3),CHFJPY_Up(t-1),USDCAD_Down(t-1),EURGBP_Down(t-1),EURCHF_Down(t-3),0,0
469,0.00031845074203922137,0.0065,27,0.4918839153959666,0.5165,10.04,Q1(++),7,0.301,0.634,0.059,0.399,GBPJPY_Down(t-5),NZDJPY_Down(t-1),CADJPY_Up(t-2),CHFJPY_Up(t-1),AUDUSD_Down(t-4),AUDCAD_Up(t-5),AUDCAD_Down(t-1),0
48,0.00031755568817846025,0.0063,26,0.5060728744939271,0.488,10.04,Q3(--),7,-0.228,0.442,-0.177,0.534,USDJPY_Down(t-2),EURJPY_Down(t-5),AUDJPY_Up(t-0),EURUSD_Down(t-0),USDCHF_Up(t-4),EURGBP_Down(t-3),GBPCAD_Down(t-5),0
102,0.00031735801890477304,0.0065,27,0.49019607843137253,0.52,10.04,Q2(-+),6,-0.074,0.489,0.246,0.551,EURJPY_Up(t-0),NZDJPY_Down(t-5),EURUSD_Down(t-4),EURGBP_Down(t-1),GBPAUD_Up(t-1),GBPCAD_Down(t-1),0,0
159,0.00031660746280121835,0.0061,25,0.5211047420531527,0.4595,10.04,Q2(-+),7,-0.073,0.454,0.266,0.465,GBPJPY_Down(t-1),USDJPY_Down(t-2),AUDJPY_Up(t-2),NZDJPY_Down(t-3),GBPUSD_Up(t-0),EURCHF_Up(t-2),AUDNZD_Up(t-5),0
387,0.0003161132784159927,0.0061,25,0.5202913631633715,0.46099999999999997,10.04,Q2(-+),7,-0.117,0.419,0.037,0.503,USDJPY_Up(t-0),AUDJPY_Down(t-5),CHFJPY_Up(t-2),NZDUSD_Down(t-3),EURAUD_Up(t-0),EURAUD_Down(t-2),GBPAUD_Down(t-3),0
674,0.0003156771819824527,0.0058,24,0.5464480874316939,0.415,10.04,Q2(-+),6,-0.135,0.361,0.233,0.469,GBPJPY_Up(t-1),AUDJPY_Down(t-1),CADJPY_Up(t-1),AUDUSD_Up(t-0),AUDUSD_Down(t-3),EURGBP_Down(t-0),0,0
627,0.00031516558243526593,0.0068,28,0.4653327128897161,0.5745,10.04,Q4(+-),7,0.147,0.548,-0.31,0.601,AUDJPY_Down(t-3),CHFJPY_Up(t-3),CHFJPY_Down(t-5),EURAUD_Down(t-2),GBPAUD_Down(t-5),AUDCAD_Up(t-5),AUDNZD_Up(t-4),0
516,0.00031484698436559834,0.0063,26,0.5017561465127948,0.49650000000000005,10.04,Q1(++),5,0.272,0.453,0.155,0.54,AUDJPY_Down(t-4),EURUSD_Up(t-2),AUDUSD_Up(t-3),NZDUSD_Down(t-3),EURGBP_Down(t-2),0,0,0
568,0.0003135159121383715,0.0065,27,0.48426150121065376,0.5325,10.04,Q2(-+),6,-0.142,0.442,0.426,0.623,GBPJPY_Up(t-1),AUDJPY_Up(t-0),CADJPY_Up(t-3),CHFJPY_Down(t-3),NZDUSD_Up(t-4),USDCAD_Up(t-4),0,0
157,0.00031345048455121453,0.0058,24,0.5425935973955507,0.4215,10.04,Q1(++),7,0.133,0.397,0.217,0.446,EURUSD_Down(t-3),AUDUSD_Up(t-3),EURGBP_Down(t-2),EURCHF_Down(t-0),AUDCAD_Up(t-5),AUDNZD_Up(t-3),AUDNZD_Down(t-1),0
10,0.00031330908510898887,0.0044,18,0.5230125523012552,0.456,7.345,Q1(++),7,0.132,0.51,0.177,0.402,NZDJPY_Up(t-3),AUDUSD_Down(t-0),NZDUSD_Down(t-2),USDCAD_Down(t-0),GBPAUD_Down(t-4),GBPCAD_Up(t-2),AUDNZD_Up(t-5),0
411,0.00031311070082812385,0.0058,24,0.5420054200542006,0.4225,10.04,Q4(+-),6,0.192,0.372,-0.074,0.473,EURJPY_Up(t-0),EURJPY_Down(t-2),AUDUSD_Down(t-0),EURGBP_Down(t-0),EURAUD_Up(t-0),GBPCAD_Down(t-0),0,0
216,0.00031285773486896905,0.0061,25,0.5149330587023687,0.471,10.04,Q2(-+),7,-0.125,0.464,0.295,0.478,CADJPY_Up(t-3),AUDUSD_Up(t-4),USDCHF_Down(t-5),EURGBP_Up(t-0),EURAUD_Up(t-2),GBPCAD_Down(t-4),AUDCAD_Down(t-4),0
142,0.00031230600992076076,0.0065,27,0.482392667631452,0.5365,10.04,Q4(+-),6,0.184,0.553,-0.139,0.52,EURJPY_Up(t-3),NZDJPY_Down(t-3),CADJPY_Down(t-3),AUDUSD_Down(t-0),GBPCAD_Down(t-2),AUDNZD_Up(t-3),0,0
318,0.00031175890071661553,0.0058,24,0.5396654074473827,0.4265,10.04,Q2(-+),7,-0.154,0.525,0.052,0.328,EURJPY_Down(t-2),NZDJPY_Up(t-0),CHFJPY_Up(t-4),GBPUSD_Up(t-3),USDCAD_Down(t-2),USDCHF_Up(t-3),USDCHF_Down(t-4),0
319,0.0003107773509542394,0.0061,25,0.5115089514066496,0.47750000000000004,10.04,Q4(+-),7,0.162,0.455,-0.126,0.5,GBPJPY_Down(t-1),CHFJPY_Up(t-0),EURUSD_Down(t-0),AUDUSD_Up(t-3),NZDUSD_Up(t-5),USDCHF_Down(t-4),AUDNZD_Down(t-2),0
602,0.00031054141983190574,0.0068,28,0.4585052728106373,0.5905,10.04,Q1(++),7,0.262,0.669,0.177,0.512,GBPJPY_Up(t-4),GBPJPY_Down(t-5),AUDJPY_Down(t-2),USDCAD_Up(t-5),USDCHF_Down(t-4),GBPAUD_Down(t-0),GBPCAD_Down(t-2),0
205,0.0003093217193338448,0.0065,27,0.4777830864787387,0.5465,10.04,Q4(+-),7,0.347,0.671,-0.039,0.422,USDJPY_Down(t-2),AUDJPY_Up(t-5),CHFJPY_Up(t-5),EURUSD_Down(t-2),GBPUSD_Up(t-0),USDCHF_Up(t-5),GBPAUD_Up(t-3),0
530,0.0003084818130955178,0.0073,30,0.4242681374628765,0.6785,10.04,Q1(++),6,0.285,0.648,0.281,0.709,USDJPY_Up(t-5),CADJPY_Down(t-5),EURGBP_Up(t-0),EURCHF_Down(t-3),AUDCAD_Down(t-1),AUDNZD_Up(t-3),0,0
320,0.0003075583651143644,0.0065,27,0.4750593824228029,0.5525,10.04,Q1(++),6,0.291,0.618,0.023,0.487,NZDJPY_Down(t-4),GBPUSD_Down(t-1),NZDUSD_Up(t-4),USDCAD_Up(t-5),EURGBP_Down(t-2),GBPAUD_Up(t-4),0,0
258,0.0003075583651143644,0.0065,27,0.4750593824228029,0.5525,10.04,Q4(+-),7,0.025,0.546,-0.138,0.559,EURJPY_Up(t-2),NZDJPY_Up(t-3),CADJPY_Up(t-1),CADJPY_Down(t-5),USDCAD_Down(t-1),USDCHF_Up(t-5),GBPCAD_Up(t-1),0
341,0.0003071181515299779,0.0058,24,0.531632110579479,0.4405,10.04,Q1(++),7,0.291,0.523,0.097,0.358,EURJPY_Down(t-2),CADJPY_Up(t-2),CHFJPY_Up(t-1),GBPUSD_Up(t-2),USDCHF_Up(t-3),EURAUD_Down(t-2),AUDNZD_Up(t-5),0
71,0.0003069549644143934,0.0058,24,0.5313496280552603,0.441,10.04,Q1(++),7,0.222,0.482,0.146,0.4,AUDJPY_Up(t-0),CHFJPY_Up(t-4),NZDUSD_Down(t-4),USDCAD_Up(t-5),USDCHF_Up(t-1),USDCHF_Down(t-4),AUDCAD_Up(t-1),0
616,0.00030685339450279696,0.0061,25,0.5050505050505051,0.49,10.04,Q1(++),7,0.308,0.575,0.131,0.405,GBPJPY_Down(t-4),EURUSD_Down(t-2),NZDUSD_Down(t-3),USDCHF_Up(t-0),EURGBP_Down(t-1),EURCHF_Up(t-2),GBPAUD_Down(t-5),0
164,0.0003059434616482874,0.0063,26,0.4875670404680643,0.5255,10.04,Q1(++),6,0.226,0.623,0.2,0.428,GBPJPY_Down(t-5),USDJPY_Up(t-4),EURJPY_Down(t-4),CADJPY_Up(t-0),GBPUSD_Down(t-3),GBPCAD_Up(t-0),0,0
531,0.0003053925341123461,0.007,29,0.43802014892685065,0.6415,10.04,Q2(-+),7,-0.361,0.616,0.344,0.667,EURJPY_Up(t-4),NZDJPY_Up(t-3),CADJPY_Up(t-2),EURUSD_Down(t-2),GBPUSD_Up(t-4),GBPAUD_Down(t-3),GBPCAD_Up(t-2),0
534,0.00030531141764599895,0.0061,25,0.5025125628140703,0.495,10.04,Q1(++),7,0.228,0.453,0.16,0.537,CADJPY_Down(t-0),NZDUSD_Up(t-0),USDCAD_Up(t-2),USDCAD_Down(t-5),EURGBP_Down(t-0),EURAUD_Up(t-5),GBPAUD_Up(t-2),0
590,0.0003046989574300592,0.0061,25,0.5015045135406219,0.497,10.04,Q1(++),7,0.258,0.57,0.12,0.424,EURJPY_Down(t-5),CADJPY_Down(t-4),GBPUSD_Up(t-1),AUDUSD_Down(t-4),EURAUD_Up(t-0),EURAUD_Down(t-1),EURCHF_Down(t-1),0
487,0.0003028762318621824,0.0061,25,0.4985044865403788,0.503,10.04,Q2(-+),7,-0.288,0.557,0.196,0.449,GBPJPY_Up(t-1),AUDJPY_Up(t-1),CHFJPY_Up(t-0),NZDUSD_Up(t-2),USDCAD_Up(t-0),EURAUD_Up(t-2),AUDNZD_Down(t-0),0
19,0.00030254897511534684,0.0051,21,0.4357298474945534,0.6475,7.345,Q2(-+),6,-0.325,0.74,0.238,0.555,GBPJPY_Up(t-3),NZDJPY_Down(t-4),CHFJPY_Down(t-3),AUDUSD_Down(t-3),EURGBP_Down(t-5),GBPAUD_Down(t-5),0,0
622,0.000301673148518142,0.0061,25,0.4965243296921549,0.507,10.04,Q2(-+),6,-0.19,0.433,0.18,0.581,AUDJPY_Up(t-0),AUDJPY_Down(t-1),CADJPY_Down(t-0),CHFJPY_Down(t-0),GBPCAD_Down(t-1),AUDNZD_Up(t-1),0,0
206,0.00030077708966115736,0.0061,25,0.49504950495049505,0.51,10.04,Q4(+-),6,0.065,0.488,-0.23,0.532,GBPJPY_Up(t-3),EURJPY_Down(t-3),AUDJPY_Down(t-3),CHFJPY_Down(t-1),NZDUSD_Down(t-0),GBPAUD_Down(t-5),0,0
715,0.00030033105344317256,0.0061,25,0.49431537320810687,0.5115,10.04,Q4(+-),6,0.286,0.592,-0.154,0.431,USDJPY_Down(t-0),NZDJPY_Up(t-4),EURUSD_Down(t-4),GBPUSD_Up(t-0),USDCAD_Up(t-2),USDCHF_Up(t-0),0,0
565,0.00030023446882327157,0.0063,26,0.47846889952153115,0.5449999999999999,10.04,Q1(++),6,0.362,0.592,0.194,0.498,GBPJPY_Down(t-1),USDJPY_Up(t-4),USDJPY_Down(t-2),NZDJPY_Down(t-4),CHFJPY_Up(t-2),GBPUSD_Down(t-0),0,0
499,0.0002999474377823315,0.0063,26,0.4780114722753346,0.546,10.04,Q1(++),7,0.263,0.694,0.223,0.398,EURJPY_Up(t-2),EURUSD_Down(t-3),AUDUSD_Up(t-3),NZDUSD_Down(t-2),EURAUD_Up(t-4),GBPCAD_Up(t-4),AUDNZD_Up(t-3),0
427,0.00029976629540893785,0.0053,22,0.5678591709256104,0.3805,10.04,Q2(-+),5,-0.201,0.307,0.049,0.454,GBPJPY_Up(t-0),USDJPY_Down(t-0),EURAUD_Up(t-4),GBPCAD_Down(t-0),AUDNZD_Up(t-4),0,0,0
203,0.0002992322555272473,0.0063,26,0.47687172150691465,0.5485,10.04,Q2(-+),6,-0.169,0.509,0.23,0.588,GBPJPY_Down(t-3),EURJPY_Down(t-4),CADJPY_Up(t-3),CHFJPY_Up(t-5),USDCHF_Down(t-3),AUDCAD_Down(t-5),0,0
193,0.0002992322555272473,0.0056,23,0.536480686695279,0.432,10.04,Q4(+-),7,0.188,0.366,-0.287,0.498,GBPJPY_Up(t-1),AUDJPY_Down(t-3),GBPUSD_Up(t-2),AUDUSD_Down(t-2),USDCAD_Up(t-2),EURGBP_Up(t-5),AUDNZD_Up(t-2),0
422,0.00029891757996327266,0.0053,22,0.5662514156285391,0.383,10.04,Q4(+-),7,0.166,0.342,-0.115,0.424,EURUSD_Down(t-4),AUDUSD_Up(t-3),USDCAD_Down(t-5),EURGBP_Up(t-4),EURAUD_Down(t-2),GBPAUD_Up(t-2),GBPCAD_Up(t-2),0
161,0.00029875881798142,0.0065,27,0.4614674665436087,0.5835,10.04,Q1(++),7,0.157,0.624,0.32,0.543,GBPJPY_Up(t-2),USDJPY_Up(t-4),CHFJPY_Down(t-5),GBPUSD_Down(t-2),AUDUSD_Up(t-1),USDCAD_Up(t-4),USDCHF_Up(t-5),0
646,0.0002982367109508733,0.0063,26,0.47528517110266155,0.552,10.04,Q1(++),7,0.182,0.574,0.198,0.53,GBPJPY_Up(t-2),USDJPY_Up(t-5),GBPUSD_Down(t-5),USDCAD_Up(t-4),EURGBP_Down(t-5),GBPAUD_Down(t-4),GBPCAD_Up(t-0),0
361,0.00029762454560942214,0.0058,24,0.5151983513652756,0.47050000000000003,10.04,Q3(--),6,-0.282,0.527,-0.075,0.414,GBPJPY_Up(t-5),GBPJPY_Down(t-2),EURJPY_Up(t-0),CHFJPY_Down(t-0),GBPUSD_Down(t-4),AUDCAD_Down(t-4),0,0
268,0.0002958913887411961,0.0065,27,0.45703839122486284,0.5940000000000001,10.04,Q3(--),7,-0.188,0.665,-0.257,0.523,EURJPY_Up(t-2),NZDJPY_Down(t-4),USDCHF_Up(t-3),EURGBP_Up(t-3),EURAUD_Up(t-1),EURCHF_Up(t-1),AUDCAD_Up(t-3),0
43,0.00029542845566885007,0.0056,23,0.5296610169491526,0.444,10.04,Q1(++),7,0.153,0.391,0.211,0.497,EURJPY_Up(t-2),EURJPY_Down(t-5),AUDJPY_Up(t-3),AUDUSD_Down(t-2),EURAUD_Up(t-1),AUDCAD_Up(t-5),AUDNZD_Up(t-3),0
454,0.0002950404714136304,0.0058,24,0.5107252298263534,0.479,10.04,Q4(+-),6,0.267,0.471,-0.158,0.487,EURJPY_Up(t-1),AUDUSD_Down(t-5),USDCHF_Up(t-1),EURCHF_Down(t-1),GBPCAD_Down(t-4),AUDCAD_Down(t-0),0,0
647,0.00029447427680582026,0.0051,21,0.5797101449275363,0.36250000000000004,10.04,Q2(-+),3,-0.052,0.393,0.138,0.332,CHFJPY_Up(t-4),GBPUSD_Up(t-4),EURCHF_Stay(t-3),0,0,0,0,0
314,0.00029309980257634735,0.0056,23,0.5254860746190226,0.4515,10.04,Q2(-+),7,-0.135,0.448,0.199,0.455,USDJPY_Up(t-2),AUDJPY_Up(t-5),NZDJPY_Down(t-3),CADJPY_Up(t-2),CADJPY_Down(t-5),GBPUSD_Up(t-0),GBPCAD_Up(t-1),0
739,0.0002903676821865454,0.0053,22,0.5500550055005501,0.40900000000000003,10.04,Q3(--),7,-0.125,0.43,-0.177,0.388,AUDJPY_Up(t-4),NZDJPY_Up(t-5),GBPUSD_Up(t-2),AUDUSD_Up(t-0),USDCAD_Up(t-5),EURAUD_Up(t-2),AUDNZD_Down(t-1),0
249,0.0002898710501505429,0.0061,25,0.47709923664122134,0.548,10.04,Q4(+-),7,0.181,0.511,-0.065,0.585,NZDJPY_Up(t-5),NZDJPY_Down(t-3),GBPUSD_Up(t-2),EURGBP_Down(t-1),EURAUD_Up(t-5),EURAUD_Down(t-4),AUDCAD_Down(t-5),0
409,0.0002892992345968822,0.0056,23,0.5186721991701245,0.46399999999999997,10.04,Q1(++),7,0.238,0.509,0.226,0.419,GBPJPY_Down(t-0),USDJPY_Down(t-4),AUDJPY_Up(t-1),NZDJPY_Down(t-2),NZDUSD_Down(t-0),EURAUD_Up(t-1),GBPCAD_Up(t-1),0
