1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	2	2	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	2	2	2	2	2	2	0	0.1414	-0.0671
1	0	0	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	1	0	1	0	1	0	0	0.9857	-0.2132
1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	2	2	2	2	2	2	1	0.909	0.3712
1	0	1	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	0	1	1	0	0	1	2	2	1	0	1	0	1	0	0	0.8322	0.9557
1	0	0	1	1	0	0	1	2	2	0	1	0	1	1	0	0	1	2	2	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	2	2	2	2	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0.7555	-0.0671
1	0	0	1	0	1	0	1	2	2	1	0	1	0	1	0	0	1	0	1	1	0	0	1	2	2	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	1	0	1	1	-1.2401	-1.5281
1	0	1	0	1	0	0	1	2	2	0	1	0	1	1	0	0	1	1	0	1	0	2	2	0	1	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	0	1	1	0	2	2	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	-0.3191	-0.5054
1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	0	0	1	0	1	0	1	2	2	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	-1.1634	-2.2587
1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	1	0	1	1	0	1	0	1	0	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1	0	2	2	2	2	2	2	0	-1.7006	1.1018
1	0	0	1	1	0	0	1	0	1	0	1	1	0	1	0	2	2	2	2	0	1	0	1	0	1	0	1	0	1	0	1	0	1	2	2	1	0	1	0	0	1	0	1	1	0	2	2	2	2	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	1	0	0	1	2	2	1	0	2	2	2	2	2	2	1	-1.8541	1.394
